step,action,location, speed,EV location,EV speed,d to next tl,t1,,t2,,t3,,t4,,t5,,t6,,t7,,t8,,t9,,t10,,t11,,t12,,t13,,t14,,t15,,t16,,t17,
2781,0.047679,2303.223633,16.6667,[2303.223633,16.6667,96.776329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,1,63,1,63,1,13,1,13,1,63,1,33,1,33,1,33,1,33,1,28, 1.0]
2782,0.053101,2304.890381,16.6667,[2304.890381,16.6667,95.109657,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,1,63,1,63,1,13,1,13,1,63,1,33,1,33,1,33,1,33,1,28, 1.0]
2783,0.059641,2306.557129,16.6667,[2306.557129,16.6667,93.442986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,1,63,1,63,1,13,1,13,1,63,1,33,1,33,1,33,1,33,1,27, 1.0]
2784,0.100519,2308.223633,16.6667,[2308.223633,16.6667,91.776321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,1,63,1,63,1,12,1,12,1,63,1,32,1,32,1,32,1,32,1,27, 1.0]
2785,0.106504,2309.890381,16.6667,[2309.890381,16.6667,90.10965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,1,62,1,62,1,12,1,12,1,62,1,32,1,32,1,32,1,32,1,27, 1.0]
2786,0.139122,2311.557129,16.6667,[2311.557129,16.6667,88.442978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,1,62,1,62,1,12,1,12,1,62,1,32,1,32,1,32,1,32,1,27, 1.0]
2787,0.14333,2313.223633,16.6667,[2313.223633,16.6667,86.776306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,1,62,1,62,1,12,1,12,1,62,1,32,1,32,1,32,1,32,1,27, 1.0]
2788,0.147283,2314.890381,16.6667,[2314.890381,16.6667,85.109642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,1,62,1,62,1,12,1,12,1,62,1,32,1,32,1,32,1,32,1,27, 1.0]
2789,0.150987,2316.557129,16.6667,[2316.557129,16.6667,83.44297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,1,62,1,62,1,12,1,12,1,62,1,32,1,32,1,32,1,32,1,27, 1.0]
2790,0.154451,2318.223633,16.6667,[2318.223633,16.6667,81.776299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,1,62,1,62,1,12,1,12,1,62,1,32,1,32,1,32,1,32,1,27, 1.0]
2791,0.157689,2319.890381,16.6667,[2319.890381,16.6667,80.109627,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,1,62,1,62,1,12,1,12,1,62,1,32,1,32,1,32,1,32,1,27, 1.0]
2792,0.160711,2321.557129,16.6667,[2321.557129,16.6667,78.442963,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,1,62,1,62,1,12,1,12,1,62,1,32,1,32,1,32,1,32,1,27, 1.0]
2793,0.163532,2323.223633,16.6667,[2323.223633,16.6667,76.776291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,1,62,1,62,1,12,1,12,1,62,1,32,1,32,1,32,1,32,1,26, 1.0]
2794,0.180306,2324.890381,16.6667,[2324.890381,16.6667,75.109619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,1,62,1,62,1,11,1,11,1,62,1,31,1,31,1,31,1,31,1,26, 1.0]
2795,0.136066,2326.557129,16.6667,[2326.557129,16.6667,73.442947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,1,61,1,61,1,11,1,11,1,61,1,31,1,31,1,31,1,31,1,26, 1.0]
2796,0.165346,2328.223633,16.6667,[2328.223633,16.6667,71.776276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,1,61,1,61,1,11,1,11,1,61,1,31,1,31,1,31,1,31,1,26, 1.0]
2797,0.167136,2329.890381,16.6667,[2329.890381,16.6667,70.109612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,1,61,1,61,1,11,1,11,1,61,1,31,1,31,1,31,1,31,1,26, 1.0]
2798,0.168849,2331.557129,16.6667,[2331.557129,16.6667,68.44294,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,1,61,1,61,1,11,1,11,1,61,1,31,1,31,1,31,1,31,1,26, 1.0]
2799,0.17049,2333.223633,16.6667,[2333.223633,16.6667,66.776268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,1,61,1,61,1,11,1,11,1,61,1,31,1,31,1,31,1,31,1,26, 1.0]
2800,0.172063,2334.890381,16.6667,[2334.890381,16.6667,65.109596,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,1,61,1,61,1,11,1,11,1,61,1,31,1,31,1,31,1,31,1,26, 1.0]
2801,0.17357,2336.557129,16.6667,[2336.557129,16.6667,63.442928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,1,61,1,61,1,11,1,11,1,61,1,31,1,31,1,31,1,31,1,26, 1.0]
2802,0.175018,2338.223633,16.6667,[2338.223633,16.6667,61.77626,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,1,61,1,61,1,11,1,11,1,61,1,31,1,31,1,31,1,31,1,26, 1.0]
2803,0.176412,2339.890381,16.6667,[2339.890381,16.6667,60.109589,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,1,61,1,61,1,11,1,11,1,61,1,31,1,31,1,31,1,31,1,25, 1.0]
2804,0.188214,2341.557129,16.6667,[2341.557129,16.6667,58.442921,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,1,61,1,61,1,10,1,10,1,61,1,30,1,30,1,30,1,30,1,25, 1.0]
2805,0.136626,2343.223633,16.6667,[2343.223633,16.6667,56.776249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,1,60,1,60,1,10,1,10,1,60,1,30,1,30,1,30,1,30,1,25, 1.0]
2806,0.166565,2344.890381,16.6667,[2344.890381,16.6667,55.109577,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,1,60,1,60,1,10,1,10,1,60,1,30,1,30,1,30,1,30,1,25, 1.0]
2807,0.168785,2346.557129,16.6667,[2346.557129,16.6667,53.442909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,1,60,1,60,1,10,1,10,1,60,1,30,1,30,1,30,1,30,1,25, 1.0]
2808,0.171502,2348.223877,16.6667,[2348.223877,16.6667,51.776237,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,1,60,1,60,1,10,1,10,1,60,1,30,1,30,1,30,1,30,1,25, 1.0]
2809,0.175218,2349.890381,16.6667,[2349.890381,16.6667,50.10957,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,1,60,1,60,1,10,1,10,1,60,1,30,1,30,1,30,1,30,1,25, 1.0]
2810,0.180875,2351.557129,16.6667,[2351.557129,16.6667,48.442898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,1,60,1,60,1,10,1,10,1,60,1,30,1,30,1,30,1,30,1,25, 1.0]
2811,0.190187,2353.223877,16.6667,[2353.223877,16.6667,46.77623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,1,60,1,60,1,10,1,10,1,60,1,30,1,30,1,30,1,30,1,25, 1.0]
2812,0.206103,2354.890381,16.6667,[2354.890381,16.6667,45.109558,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,1,60,1,60,1,10,1,10,1,60,1,30,1,30,1,30,1,30,1,25, 1.0]
2813,0.233165,2356.557129,16.6667,[2356.557129,16.6667,43.44289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,1,60,1,60,1,10,1,10,1,60,1,30,1,30,1,30,1,30,1,24, 1.0]
2814,0.285467,2358.223877,16.6667,[2358.223877,16.6667,41.776218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,1,60,1,60,1,9,1,9,1,60,1,29,1,29,1,29,1,29,1,24, 1.0]
2815,0.482095,2359.890381,16.6667,[2359.890381,16.6667,40.10955,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,1,59,1,59,1,9,1,9,1,59,1,29,1,29,1,29,1,29,1,24, 1.0]
2816,0.529206,2361.557129,16.6667,[2361.557129,16.6667,38.442879,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,1,59,1,59,1,9,1,9,1,59,1,29,1,29,1,29,1,29,1,24, 1.0]
2817,0.573164,2363.223877,16.6667,[2363.223877,16.6667,36.776211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,1,59,1,59,1,9,1,9,1,59,1,29,1,29,1,29,1,29,1,24, 1.0]
2818,0.600307,2364.890381,16.6667,[2364.890381,16.6667,35.109539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,1,59,1,59,1,9,1,9,1,59,1,29,1,29,1,29,1,29,1,24, 1.0]
2819,0.616176,2366.557129,16.6667,[2366.557129,16.6667,33.442867,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,1,59,1,59,1,9,1,9,1,59,1,29,1,29,1,29,1,29,1,24, 1.0]
2820,0.625355,2368.223877,16.6667,[2368.223877,16.6667,31.776199,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,1,59,1,59,1,9,1,9,1,59,1,29,1,29,1,29,1,29,1,24, 1.0]
2821,0.6308,2369.890381,16.6667,[2369.890381,16.6667,30.109529,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,1,59,1,59,1,9,1,9,1,59,1,29,1,29,1,29,1,29,1,24, 1.0]
2822,0.63422,2371.557129,16.6667,[2371.557129,16.6667,28.44286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,1,59,1,59,1,9,1,9,1,59,1,29,1,29,1,29,1,29,1,24, 1.0]
2823,0.636551,2373.223877,16.6667,[2373.223877,16.6667,26.77619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,1,59,1,59,1,9,1,9,1,59,1,29,1,29,1,29,1,29,1,23, 1.0]
2824,0.647908,2374.890381,16.6667,[2374.890381,16.6667,25.10952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,1,59,1,59,1,8,1,8,1,59,1,28,1,28,1,28,1,28,1,23, 1.0]
2825,0.598412,2376.557129,16.6667,[2376.557129,16.6667,23.442848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,1,58,1,58,1,8,1,8,1,58,1,28,1,28,1,28,1,28,1,23, 1.0]
2826,0.62684,2378.223877,16.6667,[2378.223877,16.6667,21.776178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,1,58,1,58,1,8,1,8,1,58,1,28,1,28,1,28,1,28,1,23, 1.0]
2827,0.628392,2379.890381,16.6667,[2379.890381,16.6667,20.109509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,1,58,1,58,1,8,1,8,1,58,1,28,1,28,1,28,1,28,1,23, 1.0]
2828,0.62988,2381.557129,16.6667,[2381.557129,16.6667,18.442839,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,1,58,1,58,1,8,1,8,1,58,1,28,1,28,1,28,1,28,1,23, 1.0]
2829,0.631311,2383.223877,16.6667,[2383.223877,16.6667,16.776169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,1,58,1,58,1,8,1,8,1,58,1,28,1,28,1,28,1,28,1,23, 1.0]
2830,0.63269,2384.890381,16.6667,[2384.890381,16.6667,15.109499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,1,58,1,58,1,8,1,8,1,58,1,28,1,28,1,28,1,28,1,23, 1.0]
2831,0.634019,2386.557129,16.6667,[2386.557129,16.6667,13.442829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,1,58,1,58,1,8,1,8,1,58,1,28,1,28,1,28,1,28,1,23, 1.0]
2832,0.635301,2388.223877,16.6667,[2388.223877,16.6667,11.776159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,1,58,1,58,1,8,1,8,1,58,1,28,1,28,1,28,1,28,1,23, 1.0]
2833,0.636537,2389.890625,16.6667,[2389.890625,16.6667,10.109489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,1,58,1,58,1,8,1,8,1,58,1,28,1,28,1,28,1,28,1,22, 1.0]
2834,0.647743,2391.557129,16.6667,[2391.557129,16.6667,8.442819,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,1,58,1,58,1,7,1,7,1,58,1,27,1,27,1,27,1,27,1,22, 1.0]
2835,0.595926,2393.223877,16.6667,[2393.223877,16.6667,6.776149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,1,57,1,57,1,7,1,7,1,57,1,27,1,27,1,27,1,27,1,22, 1.0]
2836,0.62522,2394.890625,16.6667,[2394.890625,16.6667,5.109479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,1,57,1,57,1,7,1,7,1,57,1,27,1,27,1,27,1,27,1,22, 1.0]
2837,0.626798,2396.557129,16.6667,[2396.557129,16.6667,3.442809,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,1,57,1,57,1,7,1,7,1,57,1,27,1,27,1,27,1,27,1,22, 1.0]
2838,0.628323,2398.223877,16.6667,[2398.223877,16.6667,1.776139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,1,57,1,57,1,7,1,7,1,57,1,27,1,27,1,27,1,27,1,22, 1.0]
2839,0.629796,2399.890625,16.6667,[2399.890625,16.6667,0.109469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,1,57,1,57,1,7,1,7,1,57,1,27,1,27,1,27,1,27,1,22, 1.0]
2840,0.631218,2401.557129,16.6667,[2401.557129,16.6667,198.442795,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,1,57,1,7,1,7,1,57,1,27,1,27,1,27,1,27,1,22, 1.0]
2841,0.094178,2403.223877,16.6667,[2403.223877,16.6667,196.776123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,1,57,1,7,1,7,1,57,1,27,1,27,1,27,1,27,1,22, 1.0]
2842,0.094178,2404.890625,16.6667,[2404.890625,16.6667,195.109467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,1,57,1,7,1,7,1,57,1,27,1,27,1,27,1,27,1,22, 1.0]
2843,0.094178,2406.557129,16.6667,[2406.557129,16.6667,193.442795,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,1,57,1,7,1,7,1,57,1,27,1,27,1,27,1,27,1,21, 1.0]
2844,0.094178,2408.223877,16.6667,[2408.223877,16.6667,191.776123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,1,57,1,6,1,6,1,57,1,26,1,26,1,26,1,26,1,21, 1.0]
2845,0.094178,2409.890625,16.6667,[2409.890625,16.6667,190.109451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,1,56,1,6,1,6,1,56,1,26,1,26,1,26,1,26,1,21, 1.0]
2846,0.094178,2411.557129,16.6667,[2411.557129,16.6667,188.44278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,1,56,1,6,1,6,1,56,1,26,1,26,1,26,1,26,1,21, 1.0]
2847,0.094178,2413.223877,16.6667,[2413.223877,16.6667,186.776108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,1,56,1,6,1,6,1,56,1,26,1,26,1,26,1,26,1,21, 1.0]
2848,0.094178,2414.890625,16.6667,[2414.890625,16.6667,185.109436,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,1,56,1,6,1,6,1,56,1,26,1,26,1,26,1,26,1,21, 1.0]
2849,0.094178,2416.557129,16.6667,[2416.557129,16.6667,183.442764,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,1,56,1,6,1,6,1,56,1,26,1,26,1,26,1,26,1,21, 1.0]
2850,0.094178,2418.223877,16.6667,[2418.223877,16.6667,181.776093,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,1,56,1,6,1,6,1,56,1,26,1,26,1,26,1,26,1,21, 1.0]
2851,0.094177,2419.890625,16.6667,[2419.890625,16.6667,180.109436,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,1,56,1,6,1,6,1,56,1,26,1,26,1,26,1,26,1,21, 1.0]
2852,0.094177,2421.557129,16.6667,[2421.557129,16.6667,178.442764,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,1,56,1,6,1,6,1,56,1,26,1,26,1,26,1,26,1,21, 1.0]
2853,0.094177,2423.223877,16.6667,[2423.223877,16.6667,176.776093,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,1,56,1,6,1,6,1,56,1,26,1,26,1,26,1,26,1,20, 1.0]
2854,0.094176,2424.890625,16.6667,[2424.890625,16.6667,175.109421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,1,56,1,5,1,5,1,56,1,25,1,25,1,25,1,25,1,20, 1.0]
2855,0.094173,2426.557129,16.6667,[2426.557129,16.6667,173.442749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,1,55,1,5,1,5,1,55,1,25,1,25,1,25,1,25,1,20, 1.0]
2856,0.094171,2428.223877,16.6667,[2428.223877,16.6667,171.776077,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,1,55,1,5,1,5,1,55,1,25,1,25,1,25,1,25,1,20, 1.0]
2857,0.094167,2429.890625,16.6667,[2429.890625,16.6667,170.109406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,1,55,1,5,1,5,1,55,1,25,1,25,1,25,1,25,1,20, 1.0]
2858,0.094159,2431.557373,16.6667,[2431.557373,16.6667,168.442734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,1,55,1,5,1,5,1,55,1,25,1,25,1,25,1,25,1,20, 1.0]
2859,0.094147,2433.223877,16.6667,[2433.223877,16.6667,166.776062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,1,55,1,5,1,5,1,55,1,25,1,25,1,25,1,25,1,20, 1.0]
2860,0.094126,2434.890625,16.6667,[2434.890625,16.6667,165.109406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,1,55,1,5,1,5,1,55,1,25,1,25,1,25,1,25,1,20, 1.0]
2861,0.09409,2436.557373,16.6667,[2436.557373,16.6667,163.442734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,1,55,1,5,1,5,1,55,1,25,1,25,1,25,1,25,1,20, 1.0]
2862,0.094029,2438.223877,16.6667,[2438.223877,16.6667,161.776062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,1,55,1,5,1,5,1,55,1,25,1,25,1,25,1,25,1,20, 1.0]
2863,0.093927,2439.890625,16.6667,[2439.890625,16.6667,160.10939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,1,55,1,5,1,5,1,55,1,25,1,25,1,25,1,25,1,19, 1.0]
2864,0.093529,2441.557373,16.6667,[2441.557373,16.6667,158.442719,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,1,55,1,4,1,4,1,55,1,24,1,24,1,24,1,24,1,19, 1.0]
2865,0.092828,2443.223877,16.6667,[2443.223877,16.6667,156.776047,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,1,54,1,4,1,4,1,54,1,24,1,24,1,24,1,24,1,19, 1.0]
2866,0.092187,2444.890625,16.6667,[2444.890625,16.6667,155.109375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,1,54,1,4,1,4,1,54,1,24,1,24,1,24,1,24,1,19, 1.0]
2867,0.090873,2446.557373,16.6667,[2446.557373,16.6667,153.442703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,1,54,1,4,1,4,1,54,1,24,1,24,1,24,1,24,1,19, 1.0]
2868,0.088753,2448.223877,16.6667,[2448.223877,16.6667,151.776031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,1,54,1,4,1,4,1,54,1,24,1,24,1,24,1,24,1,19, 1.0]
2869,0.08543,2449.890625,16.6667,[2449.890625,16.6667,150.109375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,1,54,1,4,1,4,1,54,1,24,1,24,1,24,1,24,1,19, 1.0]
2870,0.080449,2451.557373,16.6667,[2451.557373,16.6667,148.442703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,1,54,1,4,1,4,1,54,1,24,1,24,1,24,1,24,1,19, 1.0]
2871,0.073466,2453.223877,16.6667,[2453.223877,16.6667,146.776031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,1,54,1,4,1,4,1,54,1,24,1,24,1,24,1,24,1,19, 1.0]
2872,0.064526,2454.890625,16.6667,[2454.890625,16.6667,145.10936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,1,54,1,4,1,4,1,54,1,24,1,24,1,24,1,24,1,19, 1.0]
2873,0.054279,2456.557373,16.6667,[2456.557373,16.6667,143.442688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,1,54,1,4,1,4,1,54,1,24,1,24,1,24,1,24,1,18, 1.0]
2874,0.03587,2458.223877,16.6667,[2458.223877,16.6667,141.776016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,1,54,1,3,1,3,1,54,1,23,1,23,1,23,1,23,1,18, 1.0]
2875,0.024888,2459.890625,16.6667,[2459.890625,16.6667,140.109344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,1,53,1,3,1,3,1,53,1,23,1,23,1,23,1,23,1,18, 1.0]
2876,0.020608,2461.557373,16.6667,[2461.557373,16.6667,138.442673,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,1,53,1,3,1,3,1,53,1,23,1,23,1,23,1,23,1,18, 1.0]
2877,0.016508,2463.223877,16.6667,[2463.223877,16.6667,136.776016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,1,53,1,3,1,3,1,53,1,23,1,23,1,23,1,23,1,18, 1.0]
2878,0.013811,2464.890625,16.6667,[2464.890625,16.6667,135.109344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,1,53,1,3,1,3,1,53,1,23,1,23,1,23,1,23,1,18, 1.0]
2879,0.012107,2466.557373,16.6667,[2466.557373,16.6667,133.442673,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,1,53,1,3,1,3,1,53,1,23,1,23,1,23,1,23,1,18, 1.0]
2880,0.011056,2468.224121,16.6667,[2468.224121,16.6667,131.776001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,1,53,1,3,1,3,1,53,1,23,1,23,1,23,1,23,1,18, 1.0]
2881,0.010418,2469.890625,16.6667,[2469.890625,16.6667,130.109329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,1,53,1,3,1,3,1,53,1,23,1,23,1,23,1,23,1,18, 1.0]
2882,0.010035,2471.557373,16.6667,[2471.557373,16.6667,128.442657,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,1,53,1,3,1,3,1,53,1,23,1,23,1,23,1,23,1,18, 1.0]
2883,0.009806,2473.224121,16.6667,[2473.224121,16.6667,126.775986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,1,53,1,3,1,3,1,53,1,23,1,23,1,23,1,23,1,17, 1.0]
2884,0.009601,2474.890625,16.6667,[2474.890625,16.6667,125.109322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,1,52,1,2,1,2,1,52,1,22,1,22,1,22,1,22,1,17, 1.0]
2885,0.009541,2476.557373,16.6667,[2476.557373,16.6667,123.44265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,1,52,1,2,1,2,1,52,1,22,1,22,1,22,1,22,1,17, 1.0]
2886,0.009513,2478.224121,16.6667,[2478.224121,16.6667,121.775978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,1,52,1,2,1,2,1,52,1,22,1,22,1,22,1,22,1,17, 1.0]
2887,0.009496,2479.890625,16.6667,[2479.890625,16.6667,120.109306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,1,52,1,2,1,2,1,52,1,22,1,22,1,22,1,22,1,17, 1.0]
2888,0.009487,2481.557373,16.6667,[2481.557373,16.6667,118.442642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,1,52,1,2,1,2,1,52,1,22,1,22,1,22,1,22,1,17, 1.0]
2889,0.009481,2483.224121,16.6667,[2483.224121,16.6667,116.77597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,1,52,1,2,1,2,1,52,1,22,1,22,1,22,1,22,1,17, 1.0]
2890,0.009479,2484.890625,16.6667,[2484.890625,16.6667,115.109299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,1,52,1,2,1,2,1,52,1,22,1,22,1,22,1,22,1,17, 1.0]
2891,0.00948,2486.557373,16.6667,[2486.557373,16.6667,113.442627,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,1,52,1,2,1,2,1,52,1,22,1,22,1,22,1,22,1,17, 1.0]
2892,0.009484,2488.224121,16.6667,[2488.224121,16.6667,111.775963,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,1,52,1,2,1,2,1,52,1,22,1,22,1,22,1,22,1,17, 1.0]
2893,0.009493,2489.890625,16.6667,[2489.890625,16.6667,110.109291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,1,52,1,2,1,2,1,52,1,22,1,22,1,22,1,22,1,16, 1.0]
2894,0.009511,2491.557373,16.6667,[2491.557373,16.6667,108.442619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,1,51,1,1,1,1,1,51,1,21,1,21,1,21,1,21,1,16, 1.0]
